request_id,user_id,task_id,session_id,task_type,model_version,prompt_template_id,treatment_arm,response_tokens,latency_ms,action_type,outcome_quality_score,created_at
task_166_req_0,user_44,task_166,session_166,summarisation,gpt-x.y,triage_v1,explanation,116,613,edit,0.633,2025-01-09T00:27:00
task_167_req_0,user_36,task_167,session_167,drafting,gpt-x.y,triage_v1,explanation,183,1330,ignore,0.448,2025-02-28T00:28:00
task_168_req_0,user_10,task_168,session_168,triage,gpt-x.y,triage_v1,control,194,1360,accept,0.462,2025-02-20T00:30:00
task_168_req_1,user_50,task_168,session_168,drafting,gpt-x.y,triage_v1,control,117,785,ignore,0.462,2025-02-20T00:59:00
task_168_req_2,user_25,task_168,session_168,triage,gpt-x.y,triage_v1,explanation,120,1371,escalate,0.462,2025-02-20T01:01:00
task_168_req_3,user_26,task_168,session_168,drafting,gpt-x.y,triage_v1,control,134,1466,escalate,0.462,2025-02-20T01:03:00
task_169_req_0,user_24,task_169,session_169,drafting,gpt-x.y,triage_v1,control,175,891,ignore,0.906,2025-01-04T00:10:00
task_169_req_1,user_45,task_169,session_169,summarisation,gpt-x.y,triage_v1,control,163,666,edit,0.906,2025-01-04T00:20:00
task_169_req_2,user_50,task_169,session_169,summarisation,gpt-x.y,triage_v1,explanation,72,751,escalate,0.906,2025-01-04T00:40:00
task_169_req_3,user_13,task_169,session_169,drafting,gpt-x.y,triage_v1,explanation,182,632,escalate,0.906,2025-01-04T01:04:00
task_170_req_0,user_11,task_170,session_170,summarisation,gpt-x.y,triage_v1,control,195,837,escalate,0.683,2025-02-22T00:05:00
task_171_req_0,user_16,task_171,session_171,drafting,gpt-x.y,triage_v1,control,100,1134,accept,0.860,2025-01-13T00:30:00
task_171_req_1,user_18,task_171,session_171,triage,gpt-x.y,triage_v1,explanation,57,1150,escalate,0.860,2025-01-13T00:51:00
task_172_req_0,user_31,task_172,session_172,drafting,gpt-x.y,triage_v1,explanation,73,905,edit,0.498,2025-02-01T00:27:00
task_172_req_1,user_19,task_172,session_172,summarisation,gpt-x.y,triage_v1,control,104,991,accept,0.498,2025-02-01T00:33:00
task_172_req_2,user_15,task_172,session_172,drafting,gpt-x.y,triage_v1,control,181,623,ignore,0.498,2025-02-01T00:54:00
task_172_req_3,user_2,task_172,session_172,triage,gpt-x.y,triage_v1,control,52,1170,edit,0.498,2025-02-01T01:15:00
task_173_req_0,user_46,task_173,session_173,drafting,gpt-x.y,triage_v1,explanation,167,1067,escalate,0.792,2025-02-08T00:28:00
task_173_req_1,user_17,task_173,session_173,summarisation,gpt-x.y,triage_v1,control,151,1155,ignore,0.792,2025-02-08T00:50:00
task_173_req_2,user_38,task_173,session_173,summarisation,gpt-x.y,triage_v1,control,122,215,ignore,0.792,2025-02-08T01:08:00
task_174_req_0,user_18,task_174,session_174,summarisation,gpt-x.y,triage_v1,explanation,126,767,ignore,0.435,2025-01-07T00:21:00
task_174_req_1,user_13,task_174,session_174,triage,gpt-x.y,triage_v1,control,153,1259,edit,0.435,2025-01-07T00:50:00
task_174_req_2,user_43,task_174,session_174,drafting,gpt-x.y,triage_v1,explanation,125,486,accept,0.435,2025-01-07T01:11:00
task_174_req_3,user_17,task_174,session_174,triage,gpt-x.y,triage_v1,explanation,199,1028,escalate,0.435,2025-01-07T01:35:00
task_175_req_0,user_46,task_175,session_175,summarisation,gpt-x.y,triage_v1,control,141,1294,escalate,0.589,2025-02-22T00:30:00
task_175_req_1,user_33,task_175,session_175,triage,gpt-x.y,triage_v1,explanation,170,548,edit,0.589,2025-02-22T00:40:00
task_176_req_0,user_22,task_176,session_176,summarisation,gpt-x.y,triage_v1,control,128,655,ignore,0.921,2025-01-17T00:08:00
task_176_req_1,user_27,task_176,session_176,drafting,gpt-x.y,triage_v1,explanation,168,961,ignore,0.921,2025-01-17T00:27:00
task_177_req_0,user_38,task_177,session_177,triage,gpt-x.y,triage_v1,control,147,1167,edit,0.877,2025-01-31T00:17:00
task_178_req_0,user_10,task_178,session_178,summarisation,gpt-x.y,triage_v1,control,167,610,ignore,0.879,2025-01-27T00:14:00
task_179_req_0,user_32,task_179,session_179,summarisation,gpt-x.y,triage_v1,explanation,64,1492,edit,0.828,2025-02-25T00:11:00
task_179_req_1,user_1,task_179,session_179,triage,gpt-x.y,triage_v1,explanation,197,760,edit,0.828,2025-02-25T00:36:00
task_180_req_0,user_28,task_180,session_180,drafting,gpt-x.y,triage_v1,explanation,51,1026,escalate,0.471,2025-02-01T00:16:00
task_181_req_0,user_21,task_181,session_181,summarisation,gpt-x.y,triage_v1,control,113,236,accept,0.923,2025-01-13T00:21:00
task_181_req_1,user_15,task_181,session_181,drafting,gpt-x.y,triage_v1,explanation,178,839,edit,0.923,2025-01-13T00:25:00
task_181_req_2,user_38,task_181,session_181,triage,gpt-x.y,triage_v1,explanation,126,542,accept,0.923,2025-01-13T00:52:00
task_182_req_0,user_44,task_182,session_182,triage,gpt-x.y,triage_v1,control,92,901,escalate,0.639,2025-02-16T00:12:00
task_182_req_1,user_26,task_182,session_182,triage,gpt-x.y,triage_v1,control,104,667,edit,0.639,2025-02-16T00:36:00
task_182_req_2,user_47,task_182,session_182,drafting,gpt-x.y,triage_v1,control,59,1407,edit,0.639,2025-02-16T00:40:00
task_183_req_0,user_4,task_183,session_183,triage,gpt-x.y,triage_v1,control,156,240,accept,0.727,2025-01-17T00:23:00
task_184_req_0,user_10,task_184,session_184,drafting,gpt-x.y,triage_v1,control,75,1490,accept,0.661,2025-01-08T00:10:00
task_184_req_1,user_43,task_184,session_184,triage,gpt-x.y,triage_v1,explanation,180,1475,edit,0.661,2025-01-08T00:24:00
task_184_req_2,user_47,task_184,session_184,triage,gpt-x.y,triage_v1,control,177,778,accept,0.661,2025-01-08T00:50:00
task_185_req_0,user_13,task_185,session_185,triage,gpt-x.y,triage_v1,explanation,190,1039,ignore,0.857,2025-01-13T00:06:00
task_185_req_1,user_32,task_185,session_185,triage,gpt-x.y,triage_v1,control,53,1184,ignore,0.857,2025-01-13T00:14:00
task_185_req_2,user_43,task_185,session_185,triage,gpt-x.y,triage_v1,control,180,426,escalate,0.857,2025-01-13T00:19:00
task_186_req_0,user_42,task_186,session_186,drafting,gpt-x.y,triage_v1,control,62,1135,ignore,0.898,2025-02-16T00:09:00
task_187_req_0,user_24,task_187,session_187,triage,gpt-x.y,triage_v1,explanation,52,1072,accept,0.869,2025-02-25T00:04:00
task_188_req_0,user_29,task_188,session_188,drafting,gpt-x.y,triage_v1,explanation,96,390,ignore,0.581,2025-02-12T00:27:00
task_188_req_1,user_8,task_188,session_188,drafting,gpt-x.y,triage_v1,explanation,172,1019,escalate,0.581,2025-02-12T00:36:00
task_189_req_0,user_45,task_189,session_189,summarisation,gpt-x.y,triage_v1,control,173,526,accept,0.462,2025-02-11T00:14:00
task_189_req_1,user_37,task_189,session_189,drafting,gpt-x.y,triage_v1,explanation,57,571,escalate,0.462,2025-02-11T00:39:00
task_190_req_0,user_32,task_190,session_190,triage,gpt-x.y,triage_v1,control,116,1042,escalate,0.666,2025-02-26T00:02:00
task_190_req_1,user_42,task_190,session_190,drafting,gpt-x.y,triage_v1,explanation,182,225,edit,0.666,2025-02-26T00:24:00
task_191_req_0,user_47,task_191,session_191,summarisation,gpt-x.y,triage_v1,control,148,1186,ignore,0.638,2025-02-14T00:22:00
task_192_req_0,user_11,task_192,session_192,drafting,gpt-x.y,triage_v1,explanation,132,1215,edit,0.406,2025-02-27T00:03:00
task_193_req_0,user_36,task_193,session_193,drafting,gpt-x.y,triage_v1,explanation,163,1025,edit,0.679,2025-01-18T00:03:00
task_194_req_0,user_29,task_194,session_194,summarisation,gpt-x.y,triage_v1,explanation,54,443,escalate,0.871,2025-01-29T00:24:00
task_195_req_0,user_1,task_195,session_195,summarisation,gpt-x.y,triage_v1,control,193,1437,ignore,0.706,2025-01-27T00:29:00
task_196_req_0,user_24,task_196,session_196,summarisation,gpt-x.y,triage_v1,control,171,656,escalate,0.923,2025-02-12T00:11:00
task_196_req_1,user_46,task_196,session_196,summarisation,gpt-x.y,triage_v1,explanation,106,1126,accept,0.923,2025-02-12T00:15:00
task_196_req_2,user_1,task_196,session_196,summarisation,gpt-x.y,triage_v1,explanation,145,927,ignore,0.923,2025-02-12T00:33:00
task_196_req_3,user_45,task_196,session_196,triage,gpt-x.y,triage_v1,control,154,293,edit,0.923,2025-02-12T00:49:00
task_197_req_0,user_26,task_197,session_197,drafting,gpt-x.y,triage_v1,control,77,1136,edit,0.503,2025-02-09T00:23:00
task_197_req_1,user_49,task_197,session_197,drafting,gpt-x.y,triage_v1,explanation,167,295,accept,0.503,2025-02-09T00:48:00
task_198_req_0,user_1,task_198,session_198,summarisation,gpt-x.y,triage_v1,control,173,1333,escalate,0.930,2025-02-02T00:27:00
task_198_req_1,user_33,task_198,session_198,triage,gpt-x.y,triage_v1,control,76,1384,edit,0.930,2025-02-02T00:51:00
task_199_req_0,user_25,task_199,session_199,drafting,gpt-x.y,triage_v1,explanation,137,1447,edit,0.677,2025-02-08T00:09:00
task_199_req_1,user_19,task_199,session_199,summarisation,gpt-x.y,triage_v1,explanation,181,473,edit,0.677,2025-02-08T00:23:00
task_199_req_2,user_20,task_199,session_199,triage,gpt-x.y,triage_v1,explanation,124,1333,edit,0.677,2025-02-08T00:30:00
task_200_req_0,user_42,task_200,session_200,triage,gpt-x.y,triage_v1,control,140,1231,ignore,0.940,2025-02-28T00:23:00
task_200_req_1,user_36,task_200,session_200,summarisation,gpt-x.y,triage_v1,explanation,186,1393,escalate,0.940,2025-02-28T00:45:00
